date,code,name,entry_price,exit_price,qty,profit_loss,profit_loss_pct,exit_reason,exit_time,mfe_pct,mae_pct,material_strength,volume_surge,gap_pct
20250410,4017,クリーマ,257.0,262.14,1500,7709.99999999998,1.999999999999995,利確,09:04,5.0584,0.0,中,8.234767025089607,1.1811023622047223
20250411,8144,デンキョーグループホールディングス,1148.0,1136.52,300,-3444.0000000000055,-1.0000000000000016,損切り,09:00,0.0,-2.5261,中,6.95906432748538,1.5030946065428763
20250414,3223,エスエルディー,815.0,831.3000000000001,400,6520.000000000027,2.0000000000000084,利確,09:00,7.362,0.0,中,8.870736086175942,-5.232558139534882
20250415,6543,日宣,659.0,672.1800000000001,600,7908.000000000038,2.0000000000000098,利確,09:03,5.9181,0.0,中,12.025343189017953,-2.945508100147276
20250416,4391,ロジザード,1275.0,1262.25,300,-3825.0,-1.0,損切り,09:00,0.0,-5.0196,中,11.279091188210009,4.166666666666674
20250417,6085,アーキテクツ・スタジオ・ジャパン,158.0,161.16,2500,7899.999999999992,1.999999999999998,利確,09:00,5.6962,0.0,中,13.635304912478825,-1.8633540372670843
20250418,9241,フューチャーリンクネットワーク,1242.0,1229.58,300,-3726.000000000022,-1.000000000000006,損切り,09:00,0.0,-2.4155,中,14.875484228002213,3.3277870216306127
20250421,4255,ＴＨＥＣＯＯ,806.0,797.9399999999999,400,-3224.0000000000236,-1.0000000000000073,損切り,09:06,0.0,-2.3573,中,13.884553283100107,-2.8915662650602414
20250422,4351,山田再生系債権回収総合事務所,876.0,867.24,400,-3503.9999999999964,-0.999999999999999,損切り,09:00,0.0,-1.2557,中,14.890396659707724,1.2716763005780285
20250423,7901,マツモト,815.0,831.3000000000001,400,6520.000000000027,2.0000000000000084,利確,09:01,3.4356,0.0,中,16.385928247997214,-1.5700483091787398
20250424,9376,ユーラシア旅行社,491.0,491.0,800,0.0,0.0,大引け,15:30,1.833,0.0,中,17.61187416925122,-0.40567951318458695
20250425,2195,アミタホールディングス,312.0,318.24,1200,7488.000000000011,2.0000000000000027,利確,09:00,5.7692,0.0,中,15.392865122514335,-3.4055727554179516
20250428,9219,ギックス,970.0,960.3,400,-3880.000000000018,-1.0000000000000047,損切り,09:09,0.0,-10.7216,中,13.73556283399414,4.413347685683533
20250430,5906,エムケー精工,461.0,456.39,800,-3688.000000000011,-1.0000000000000029,損切り,09:00,0.0,-1.3015,中,14.102759276879162,1.9911504424778848
20250602,2962,テクニスコ,335.0,331.65,1100,-3685.000000000025,-1.0000000000000069,損切り,09:00,0.0,-5.6716,中,11.838320383534468,4.037267080745344
20250603,7078,ＩＮＣＬＵＳＩＶＥ　Ｈｏｌｄｉｎｇｓ,511.0,521.22,700,7154.000000000019,2.0000000000000053,利確,09:00,4.501,0.0,中,13.815140021821582,-5.1948051948051965
20250604,1434,ＪＥＳＣＯホールディングス,884.0,875.16,400,-3536.0000000000127,-1.0000000000000036,損切り,09:00,0.0,-3.5068,中,7.330579776655958,4.0000000000000036
20250605,9421,エヌジェイホールディングス,559.0,553.41,700,-3913.0000000000223,-1.0000000000000058,損切り,09:00,0.0,-3.7567,中,12.855245683930942,4.878048780487809
20250606,3541,農業総合研究所,375.0,371.25,1000,-3750.0,-1.0,損切り,09:00,0.0,-1.6,中,9.319660137469722,0.8064516129032251
20250610,3816,大和コンピューター,1137.0,1125.6299999999999,300,-3411.0000000000355,-1.0000000000000104,損切り,09:35,0.1759,-1.2313,中,11.329001772002362,0.7978723404255428
