date,code,name,entry_price,exit_price,profit_loss,profit_loss_pct,exit_reason
20260313,9565,,919.0,909.81,-9.190000000000055,-1.000000000000006,損切り
20260313,2788,,351.0,347.49,-3.509999999999991,-0.9999999999999974,損切り
20260313,4890,,433.0,428.67,-4.329999999999984,-0.9999999999999963,損切り
20260313,9212,,412.0,407.88,-4.1200000000000045,-1.000000000000001,損切り
20260313,9556,,2579.0,2553.21,-25.789999999999964,-0.9999999999999987,損切り
20260313,7692,,106.0,104.94,-1.0600000000000023,-1.000000000000002,損切り
20260313,4664,,1120.0,1108.8,-11.200000000000045,-1.000000000000004,損切り
20260313,7673,,1752.0,1734.48,-17.519999999999982,-0.999999999999999,損切り
20260313,7743,,597.0,608.94,11.940000000000055,2.000000000000009,利確
20260313,2721,,154.0,152.46,-1.539999999999992,-0.9999999999999948,損切り
20260313,2293,,3000.0,2970.0,-30.0,-1.0,損切り
20260313,2693,,248.0,252.96,4.960000000000008,2.000000000000003,利確
20260313,4934,,685.0,678.15,-6.850000000000023,-1.0000000000000033,損切り
20260313,4979,,3070.0,3039.3,-30.699999999999818,-0.9999999999999941,損切り
20260313,6734,,2630.0,2626.0,-4.0,-0.1520912547528517,終値決済
20260313,1433,,1179.0,1167.21,-11.789999999999964,-0.9999999999999969,損切り
20260313,7064,,1020.0,1009.8,-10.200000000000045,-1.0000000000000044,損切り
20260313,3803,,495.0,504.90000000000003,9.900000000000034,2.000000000000007,利確
20260313,8835,,894.0,911.88,17.879999999999995,1.9999999999999993,利確
20260313,4263,,999.0,989.01,-9.990000000000009,-1.0000000000000009,損切り
20260313,7464,,1641.0,1650.0,9.0,0.5484460694698354,終値決済
20260313,3071,,106.0,108.12,2.1200000000000045,2.000000000000004,利確
20260313,9514,,379.0,375.21,-3.7900000000000205,-1.0000000000000053,損切り
20260313,2929,,568.0,579.36,11.360000000000014,2.0000000000000027,利確
20260313,3687,,1520.0,1504.8,-15.200000000000045,-1.0000000000000029,損切り
20260313,4031,,1372.0,1358.28,-13.720000000000027,-1.000000000000002,損切り
20260313,5262,,1195.0,1218.9,23.90000000000009,2.0000000000000075,利確
20260313,2916,,732.0,724.68,-7.32000000000005,-1.0000000000000069,損切り
20260313,7837,,330.0,334.0,4.0,1.2121212121212122,終値決済
20260313,3315,,125.0,123.75,-1.25,-1.0,損切り
20260313,7375,,1100.0,1089.0,-11.0,-1.0,損切り
20260313,4893,,163.0,161.37,-1.6299999999999955,-0.9999999999999972,損切り
20260313,6336,,937.0,927.63,-9.370000000000005,-1.0000000000000004,損切り
20260313,4996,,727.0,741.54,14.539999999999964,1.999999999999995,利確
20260313,7640,,229.0,226.71,-2.289999999999992,-0.9999999999999966,損切り
20260313,3930,,892.0,909.84,17.840000000000032,2.0000000000000036,利確
20260313,9130,,2349.0,2325.5099999999998,-23.490000000000236,-1.00000000000001,損切り
20260313,4287,,488.0,483.12,-4.8799999999999955,-0.9999999999999991,損切り
20260313,5985,,2203.0,2180.97,-22.0300000000002,-1.000000000000009,損切り
20260313,6613,,1159.0,1147.41,-11.589999999999918,-0.9999999999999929,損切り
20260313,6731,,53.0,52.47,-0.5300000000000011,-1.000000000000002,損切り
20260313,1407,,1710.0,1744.2,34.200000000000045,2.0000000000000027,利確
20260313,5134,,500.0,495.0,-5.0,-1.0,損切り
20260313,1758,,2679.0,2652.21,-26.789999999999964,-0.9999999999999987,損切り
20260313,6454,,7020.0,6949.8,-70.19999999999982,-0.9999999999999974,損切り
20260313,4438,,361.0,357.39,-3.6100000000000136,-1.0000000000000038,損切り
20260313,2776,,139.0,137.60999999999999,-1.3900000000000148,-1.0000000000000107,損切り
20260313,1436,,3835.0,3796.65,-38.34999999999991,-0.9999999999999976,損切り
20260313,8088,,1802.0,1838.04,36.039999999999964,1.999999999999998,利確
20260313,7079,,2710.0,2682.9,-27.09999999999991,-0.9999999999999967,損切り
20260313,6184,,480.0,489.6,9.600000000000023,2.000000000000005,利確
20260313,3392,,943.0,961.86,18.860000000000014,2.0000000000000013,利確
20260313,3083,,881.0,872.1899999999999,-8.81000000000006,-1.0000000000000069,損切り
20260313,3955,,901.0,908.0,7.0,0.776914539400666,終値決済
20260313,7267,,1364.0,1368.0,4.0,0.2932551319648094,終値決済
20260313,2991,,635.0,628.65,-6.350000000000023,-1.0000000000000036,損切り
20260313,3320,,1380.0,1366.2,-13.799999999999955,-0.9999999999999967,損切り
20260313,6035,,749.0,741.51,-7.490000000000009,-1.0000000000000013,損切り
